id	createdAt	username	forum	raw_message
4848264207	2020-03-26T08:46:24	None	istheservicedown	Outage in Hollister.  Verizon was down too
4848265628	2020-03-26T08:49:11	disqus_ZwhhdapKEt	istheservicedown	No internet in San Benito County, Ca
4848269520	2020-03-26T08:56:38	monicacejvanovic	istheservicedown	worked fine today and now i cant fucking log in!!!!!
4848317939	2020-03-26T10:13:06	None	istheservicedown	We have been without internet since last Friday. We have been waiting patiently but it is getting ridiculous. We were told someone we come Tuesday and no one did now they are saying next Tuesday. I have two kids home from college due to this virus and all of there classes are online and they are having to go bum internet off friends and neighbors to get there assignments turned in on time. I bet the bill will be the same. Even though we are not getting a service we are paying for.
4848377231	2020-03-26T11:37:20	None	istheservicedown	So  true 3 days now no internet and them they want all their money in full, for a shitty ass service you giving people it's not like they slow it down you are completely cut off, they need to fix this bullshit I am not paying them shit for this month
4848416186	2020-03-26T12:21:24	niki_bee	istheservicedown	Internet went down yesterday and notification I got said that it should be up by the 26th. Talking to a specialist (not affiliated with Century link), this person said that it is most likely because everyone is home and on the internet and this big load sometimes flags a DOS attack (Denial of Service). Hackers send large amount of data through the routers to clog connections. So influx of people online could of triggered an alert.
4848435397	2020-03-26T12:40:35	None	istheservicedown	Out in Gand Island, NE 68803
4848464319	2020-03-26T13:07:29	None	istheservicedown	Att sucks cant even troubleshoot a broken fiber. tells you the kind of lack of cable splicing and repair of their network.   Bunch of dummies.   Need help fixing it I'm a real telecommunications specialist 8133356937
4848485313	2020-03-26T13:25:58	deboriah	istheservicedown	We are having internet connectivity issues here in Trinidad, Tx. On and off intermittent connection.
4848488708	2020-03-26T13:28:51	None	istheservicedown	Damn COX! Internet service has been patchy at best during this crisis!
4848489004	2020-03-26T13:29:07	betty_ann_kelly	istheservicedown	Union County operates a peregrine falcon webcams that teachers and students are using for their at-home teaching. In addition, many other observers across NJ and the globe, use this web page as a distraction during COVID-19.  We are so fortunate to have these threatened species nesting on our County Courthouse since 2006 and this is nesting season.  Two eggs have been laid and folks want to follow the action from egg laying to hatching to chick rearing.  Let's hope the interruption in service is only temporary. Please let us know when service can be restored.
4848497956	2020-03-26T13:36:39	disqus_uyEPb88RIe	istheservicedown	Definitely not providing the quality of service required for this situation. Second time in total blackout this week. Im supposed to be working from home connected to my computers in the office remotely. For such an expensive service provider I would expect them to be online most of the time, or at least, let you know there is going to be "scheduled" outages in the area. What's the point of scheduling the maintenance work if we are not alerted and can prepare for it? Totally frustrating. Shame there is not any decent competitor yet.
4848499918	2020-03-26T13:38:16	None	istheservicedown	Down in findlay oh
4848507495	2020-03-26T13:44:36	richardkesterson	istheservicedown	Of course not. They have the worst customer service.
4848522909	2020-03-26T13:57:17	None	istheservicedown	Have 2 packages since march 20th sitting in Seattle, "waiting for delivery scan." Have deliveries been halted at present in that area???I have other packages to send to same address, should i wait to mail them?
4848549838	2020-03-26T14:18:34	None	istheservicedown	"Verizon is closely monitoring network usage in the most impacted areas. We will work with and prioritize network demand in assisting many U.S. hospitals, first responders and government agencies, as needed."https://www.verizon.com/about/news/update-verizon-serve-customers-covid-19So, in other words, Verizon is "robbing Peter to pay Paul".Hence, tough luck if your wireless service has been rerouted.Bye Bye Verizon
4848557015	2020-03-26T14:24:02	None	istheservicedown	Ok this is getting ludacris. The government says we are suppose to work from home. Yet Xfinity/Comcast isnt able to keep the network up and running so we CAN! Where is all the money we pay you going. Definitely not the infrastructures...
4848568949	2020-03-26T14:33:06	edsturdevant	istheservicedown	Internet working on laptop but not desktop. Says " Ethernet doesn't have a valid IP configuration " HELP
4848593138	2020-03-26T14:51:01	michelle_walcott	istheservicedown	Xfinity down again in Franklin, Tn.Daily occurrence!!!
4848612579	2020-03-26T15:05:15	disqus_tbr1fx1OND	istheservicedown	I'm in East New York Brooklyn.  2 of 3 cable boxes display ERR.  This has been since 3/17.  How long will it take to fix the problem?  I understand that all companies experience problems, but I pay more than $200 each month, and I want my service.  Also, getting a canned voice that says go to channel 900 is useless when I can't select a channel.  I would like to have info on how to get a credit for service not provided.
4848631191	2020-03-26T15:19:11	None	istheservicedown	For data service to return to your phone, try removing the SIM card out of your phone and inserting it in again. It should work, if not, may the odds be ever in your favor.
4848631935	2020-03-26T15:19:44	johnkraintz	istheservicedown	Service has been out for past 20 hours in Paramus
4848644696	2020-03-26T15:29:16	None	istheservicedown	I didn't get any call and message from yesterday(3/25) 3PM. What happen there? Mahwah, NJ (07430)
4848646038	2020-03-26T15:30:15	None	istheservicedown	I have been told by my supervisor that the Marion Education Channel has been frozen for days now, we no that there is a fiber link located in Marion County Florida off Maricamp Road new Lake weir High School. If it just needs to be reset, One of out techs can do that for you. Please give me contacts for my area has the 3 previous names are n o longer working for the company. 34472<b></b>
4848650147	2020-03-26T15:33:21	laurenv2003	istheservicedown	Internet has been down or extremely spotty for about 30 hrs. 18045 in the Vineyard off of Freemansburg Ave. please fix soon!!!
4848675159	2020-03-26T15:51:39	siowwoonping	istheservicedown	Apa kau admin berlaku kerja ini, Damm sucks server
4848723123	2020-03-26T16:25:59	None	istheservicedown	Was dead at until about 9 am near Jamestown IN worked for a couple hours and dead again now
4848734805	2020-03-26T16:34:41	None	istheservicedown	If you’re using Windows, open command prompt as admin and run the following commands:ipconfig /releaseipconfig /renewYou could also just reboot your computer.Thanks,
4848737318	2020-03-26T16:36:37	None	istheservicedown	Spectrum Outage in Columbus, Ohio at Collingwood Pointe at the Preserve all day today. Minimum of 7 hours, no Phone or Internet... Shame they are SO much interest/advertising for NEW customers, but continue to neglect long-term clients and provide complete services every day.
